Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
CTCF 26484167 Chip-Seq Bcells Mouse	20/2000	0.0019256194679536582	0.07172932518127377	0	0	2.2626262626262625	14.147087815862692	IFITM3;ZBP1;GBP5;CD52;JUN;SLFN1;COX17;IRGM1;CACYBP;PARP14;SAMHD1;SOD2;UQCRH;ASS1;LIMD2;CCND2;SOCS1;IRF7;RPL24;HSPA1B
MAF 26560356 Chip-Seq TH2 Human	20/2000	0.0019256194679536582	0.07172932518127377	0	0	2.2626262626262625	14.147087815862692	ZBP1;UBE2F;VASP;GBP5;CD52;SEMA4A;JUN;MARCKSL1;LST1;ISG15;CACYBP;SNX20;PSMB10;LIMD2;CCND2;RAP1A;PSME1;IRF7;UPP1;HSPA1B
UTX 26944678 Chip-Seq JUKART Human	20/2000	0.0019256194679536582	0.07172932518127377	0	0	2.2626262626262625	14.147087815862692	VASP;HSPA8;JUN;CEBPB;MARCKSL1;SEMA4D;LST1;TNFAIP2;NDUFC2;ISG15;CACYBP;SNX20;PSMB10;LIMD2;PLAC8;PRDX5;CCND2;HNRNPA1;NFE2L2;CCR2
CEBPB 20176806 ChIP-Seq MACROPHAGES Mouse	19/2000	0.0044810363050017486	0.1483720909878357	0	0	2.121767906220203	11.474310657107957	FAM49B;IL15RA;BATF2;RBM39;SEMA4A;JUN;CEBPB;NDUFA11;SLFN1;COX17;CACYBP;MAGOHB;MS4A4C;SNX20;SIN3B;CCRL2;TSPO;HCLS1;RPS27A
SA1 27219007 Chip-Seq Bcells Human	19/2000	0.0044810363050017486	0.1483720909878357	0	0	2.121767906220203	11.474310657107957	IL15RA;GBP5;HSPA8;CD52;BATF2;SEMA4A;JUN;CEBPB;MARCKSL1;IFITM2;SEMA4D;NDUFC2;ISG15;PTGS2;UQCRH;ATP5L;CCND2;RAP1A;PSME1
HSF1 23293686 ChIP-Seq STHDH STRIATAL Mouse	13/1156	0.004960639857035713	0.1556074397259624	0	0	2.452117335907724	13.011475381961002	UBE2F;HSPA8;JUN;CEBPB;IFITM2;SEMA4D;CACYBP;ASS1;DNAJA1;DNAJB1;SIN3B;HSPA1B;HSPA1A
TRP63 18441228 ChIP-ChIP KERATINOCYTES Mouse	4/143	0.00578268220405759	0.1723239296809162	0	0	5.923561151079137	30.523445127791966	IL1RN;JUN;SERPINA3G;ASS1
TAL1 20887958 ChIP-Seq HPC-7 Mouse	19/2067	0.00637852205287443	0.18102853064348381	0	0	2.04468074845679	10.335490813281792	UBE2F;VASP;HSPA8;JUN;CDKN1A;MARCKSL1;NDUFA11;LST1;COX17;IFI47;SOD2;LIMD2;VAMP8;DNAJB1;SIN3B;CCRL2;UPP1;FAU;HSPA1B
SPI1 22096565 ChIP-ChIP GC-B Mouse	16/1676	0.00882346416454697	0.23903566554863606	0	0	2.0929432013769365	9.900334457768338	CD52;CD40;GMFG;LST1;CFP;SAMHD1;ASS1;ATP5L;LIMD2;DNAJA1;PRDX5;IGTP;PSME2;HCLS1;CFB;CCDC50
NUCKS1 24931609 ChIP-Seq HEPATOCYTES Mouse	8/588	0.009301761066841214	0.24103693894945058	0	0	2.896551724137931	13.548769962648002	VASP;HSPA8;JUN;CDKN1A;CEBPB;SOCS1;HNRNPA1;SOD2
TAL1 20566737 ChIP-Seq PRIMARY FETAL LIVER ERYTHROID Mouse	17/1875	0.011327018533970673	0.28128762692693837	0	0	1.9888855745911524	8.911329874337031	UBE2F;FAM49B;JUN;SEMA4D;TNFAIP2;IRGM1;IFI47;IFIT1;SOD2;LIMD2;DNAJB1;SYNGR2;SOCS1;IGTP;UPP1;CLEC4E;NFE2L2
CEBPB 20176806 ChIP-Seq THIOMACROPHAGE Mouse	15/1588	0.012276250448141526	0.29266581068369396	0	0	2.0560562432220184	9.04682992663833	FAM49B;IL15RA;BATF2;CEBPB;NDUFA11;SLFN1;IRGM1;CACYBP;MAGOHB;MS4A4C;SNX20;SIN3B;TRA2A;TSPO;CLEC4E
DCP1A 22483619 ChIP-Seq HELA Human	9/759	0.013738441276353614	0.314927346181029	0	0	2.525274725274725	10.827260443587193	VASP;DNAJA1;RBM39;CDKN1A;MARCKSL1;NDUFC2;FAU;HSPA1B;ATP5L
XRN2 22483619 ChIP-Seq HELA Human	14/1529	0.0197659215556736	0.4176982827002845	0	0	1.9755161562667896	7.751522308302103	RBM39;JUN;MARCKSL1;NDUFA11;NDUFC2;CCND2;SARNP;TRA2A;PSME1;PSME2;RPL24;FAU;HNRNPA1;HSPA1B
CEBPB 26923725 Chip-Seq MACROPHAGESS Mouse	17/2000	0.020324245299174915	0.4176982827002845	0	0	1.8506036247865896	7.209842084803045	LY6C2;RTP4;CD52;MARCKSL1;SLFN1;TNFAIP2;MAGOHB;PARP14;PTGS2;SNX20;SOCS1;SARNP;IGTP;FAU;CFB;CCDC50;OASL2
PU 27001747 Chip-Seq BMDM Mouse	17/2000	0.020324245299174915	0.4176982827002845	0	0	1.8506036247865896	7.209842084803045	UBE2F;GSDMD;RTP4;SEMA4A;CDKN1A;SEMA4D;SLFN1;LST1;IFI47;FPR2;COX5B;PTGS2;SOD2;ATOX1;IGTP;TSPO;RPS27A
KLF4 18358816 ChIP-ChIP MESCs Mouse	15/1700	0.021567789040449287	0.4284800756035925	0	0	1.9076627683714436	7.318851845469658	VASP;CDKN1A;IFITM2;GMFG;PARP14;SOD2;ASS1;RBM3;DNAJB1;PRDX5;TSPO;NUPR1;UPP1;HSPA1B;HSPA1A
MYC 19030024 ChIP-ChIP MESCs Mouse	28/3868	0.022631413857908598	0.4351071825585008	0	0	1.6264467592592593	6.1616574856482655	IFITM3;CDKN1A;IFITM2;COX17;COX5B;PSMB10;ATP5L;RBM3;DNAJB1;CCND2;SYNGR2;TRA2A;UPP1;RPS27A;UBE2F;VASP;HSPA8;RBM39;JUN;CACYBP;PARP14;SOD2;ASS1;ATOX1;DNAJA1;RPL24;FAU;NFE2L2
ESR1 17901129 ChIP-ChIP LIVER Mouse	6/444	0.024036187342827444	0.43633544324087903	0	0	2.8361993587875256	10.573903639595791	SEMA4A;RAP1A;TNFAIP2;PSMB10;ASS1;ATP5L
SPI1 23547873 ChIP-Seq NB4 Human	24/3198	0.024159512796894305	0.43633544324087903	0	0	1.6641130235797432	6.195621042990679	VASP;FAM49B;HSPA8;CD52;CDKN1A;CEBPB;MARCKSL1;IFITM2;GMFG;LST1;ABRACL;CFP;MAGOHB;TMA16;RBM3;VAMP8;DNAJA1;SARNP;CCRL2;IRF7;HCLS1;UPP1;RPS27A;NFE2L2
ERG 20887958 ChIP-Seq HPC-7 Mouse	16/1969	0.03494212458548203	0.5741423593804974	0	0	1.750371833321142	5.870855948600169	UBE2F;HSPA8;CDKN1A;CEBPB;MARCKSL1;IFITM2;NDUFA11;NDUFC2;COX5B;SOD2;LIMD2;DNAJB1;RPL24;HCLS1;FAU;CCDC50
STAT5 23275557 ChIP-Seq MAMMARY-EPITHELIUM Mouse	11/1197	0.03665048366514754	0.5741423593804974	0	0	1.9502245296246472	6.448083243778735	ZBP1;IL15RA;GBP5;CDKN1A;SOCS1;IGTP;PSME2;NUPR1;PARP14;SAMHD1;PSMB10
OCT4 18692474 ChIP-Seq MEFs Mouse	16/1992	0.03828156042420128	0.5741423593804974	0	0	1.7277809909388857	5.637381269340227	IFITM3;ZBP1;HSPA8;CDKN1A;ISG15;CACYBP;IFIT1;CFP;COX5B;SOD2;ASS1;UPP1;FAU;CFB;HSPA1B;NFE2L2
PPARA 22158963 ChIP-Seq LIVER Mouse	16/2000	0.03949637036006777	0.5741423593804974	0	0	1.7200460829493087	5.558408900768608	ZBP1;RTP4;IL15RA;GBP5;SEMA4A;IL1RN;JUN;CDKN1A;TNFAIP2;IRGM1;IFI47;ASS1;ATOX1;CFB;CCDC50;NFE2L2
GATA1 22383799 ChIP-Seq G1ME Mouse	16/2000	0.03949637036006777	0.5741423593804974	0	0	1.7200460829493087	5.558408900768608	VASP;HSPA8;SEMA4A;IFITM2;GMFG;LST1;COX17;TNFAIP2;IRGM1;IFI47;PARP14;PLAC8;VAMP8;NUPR1;CLEC4E;NFE2L2
CREB1 26743006 Chip-Seq LNCaP-abl Human	16/2000	0.03949637036006777	0.5741423593804974	0	0	1.7200460829493087	5.558408900768608	VASP;JUN;CDKN1A;CEBPB;SEMA4D;TNFAIP2;NDUFC2;ISG15;CACYBP;PSMB10;CCRL2;IRF7;NUPR1;CLEC4E;HNRNPA1;NFE2L2
CREB1 26743006 Chip-Seq LNCaP Human	16/2000	0.03949637036006777	0.5741423593804974	0	0	1.7200460829493087	5.558408900768608	VASP;JUN;CDKN1A;CEBPB;MARCKSL1;TNFAIP2;ISG15;PSMB10;ATP5L;CCND2;SYNGR2;IRF7;NUPR1;CLEC4E;HNRNPA1;CCR2
KLF6 26769127 Chip-Seq PDAC-Cell line Human	16/2000	0.03949637036006777	0.5741423593804974	0	0	1.7200460829493087	5.558408900768608	VASP;IL15RA;HSPA8;RBM39;JUN;IFITM2;SEMA4D;TNFAIP2;ISG15;CACYBP;UQCRH;RAP1A;SYNGR2;SOCS1;FAU;NFE2L2
ELK1 22589737 ChIP-Seq MCF10A Human	9/928	0.042620875745347585	0.604810522481599	0	0	2.042700498630858	6.445559837093053	FAM49B;BATF2;JUN;CEBPB;RPL24;CACYBP;PTGS2;RPS27A;UQCRH
GFI1B 20887958 ChIP-Seq HPC-7 Mouse	15/1871	0.04502564388797501	0.6240763664472815	0	0	1.7156440162271804	5.319393881978573	IFITM3;UBE2F;JUN;CDKN1A;MARCKSL1;NDUFA11;LST1;NDUFC2;COX5B;PTGS2;SOD2;DNAJA1;SOCS1;TSPO;CCR2
CEBPD 21427703 ChIP-Seq 3T3-L1 Mouse	14/1735	0.0498874439563892	0.675748104500181	0	0	1.719565423023391	5.155232947391136	LY6C2;RBM39;IFITM2;CACYBP;PTGS2;SAMHD1;ASS1;ATP5L;MS4A6C;PLAC8;VAMP8;CCND2;TRA2A;NFE2L2
RUNX1 20887958 ChIP-Seq HPC-7 Mouse	10/1120	0.05331537403016886	0.6934741517810034	0	0	1.8808808808808808	5.5138597558013505	UBE2F;VASP;VAMP8;DNAJB1;GMFG;LST1;UPP1;SOD2;LIMD2;CCR2
CLOCK 20551151 ChIP-Seq 293T Human	5/407	0.053523172788466696	0.6934741517810034	0	0	2.552762503273108	7.473571102382096	RBM3;DNAJB1;SEMA4A;CDKN1A;CEBPB
CHD1 19587682 ChIP-ChIP MESCs Mouse	8/843	0.06035992935267137	0.7654152743445135	0	0	1.9854204634209842	5.573928605343772	VASP;RBM3;IFITM2;TSPO;NUPR1;RPS27A;UQCRH;ATP5L
STAT3 1855785 ChIP-Seq MESCs Mouse	6/572	0.06714077518898251	0.8104361681931654	0	0	2.1803623787685136	5.889079728684819	HSPA8;CDKN1A;GMFG;NUPR1;UPP1;RPS27A
SPI1 20176806 ChIP-Seq THIOMACROPHAGE Mouse	13/1654	0.06843708243216444	0.8104361681931654	0	0	1.66261811202869	4.458876523095175	IL15RA;CEBPB;NDUFA11;SEMA4D;GMFG;CACYBP;MAGOHB;GPR141;SIN3B;TRA2A;FAU;CLEC4E;RPS27A
CEBPB 21427703 ChIP-Seq 3T3-L1 Mouse	15/2000	0.0720689881111372	0.8104361681931654	0	0	1.592680397095866	4.1889588030062	IFITM3;LY6C2;UBE2F;JUN;IFITM2;PTGS2;SAMHD1;UQCRH;MS4A6C;VAMP8;SOCS1;TRA2A;FAU;NFE2L2;TLR2
RARA 24833708 ChIP-Seq LIVER Mouse	15/2000	0.0720689881111372	0.8104361681931654	0	0	1.592680397095866	4.1889588030062	ZBP1;RTP4;RBM39;CD40;MARCKSL1;NDUFA11;TNFAIP2;IFIT1;PARP14;SOCS1;IGTP;RPL24;CFB;CCDC50;OASL2
GATA2 22383799 ChIP-Seq G1ME Mouse	15/2000	0.0720689881111372	0.8104361681931654	0	0	1.592680397095866	4.1889588030062	ZBP1;CD52;IFITM2;GMFG;LST1;IRGM1;NDUFC2;PARP14;ATOX1;VAMP8;DNAJA1;CLEC4E;HSPA1B;OASL2;CCR2
FLI1 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	15/2000	0.0720689881111372	0.8104361681931654	0	0	1.592680397095866	4.1889588030062	ZBP1;UBE2F;RBM39;JUN;CD40;MARCKSL1;NDUFA11;COX17;TNFAIP2;ATP5L;RBM3;SOCS1;CCRL2;TRA2A;TSPO
WT1 19549856 ChIP-ChIP CCG9911 Human	3/199	0.07799611290963554	0.8425104712014916	0	0	3.109194193141174	7.931853764874994	JUN;CCND2;HSPA1A
NR0B1 18358816 ChIP-ChIP MESCs Mouse	13/1691	0.07844997311525113	0.8425104712014916	0	0	1.622662447083967	4.1301532218212875	RTP4;GBP5;CDKN1A;IFITM2;LY6I;SEMA4D;GMFG;CFP;COX5B;ASS1;ATP5L;UPP1;NFE2L2
ZFX 18555785 ChIP-Seq MESCs Mouse	22/3249	0.0803901505119893	0.8425104712014916	0	0	1.457279524524644	3.6736029322573085	HSPA8;RBM39;CEBPB;MARCKSL1;SEMA4D;NDUFC2;CACYBP;COX5B;SAMHD1;SOD2;ATOX1;ATP5L;RBM3;VAMP8;DNAJB1;SYNGR2;SIN3B;TRA2A;RPL24;FAU;RPS27A;CCDC50
LYL1 20887958 ChIP-Seq HPC-7 Mouse	7/752	0.08274704077257612	0.8425104712014916	0	0	1.9352673738904524	4.822622483043152	VAMP8;CD40;LST1;NUPR1;UPP1;CLEC4E;CCR2
POU5F1 18358816 ChIP-ChIP MESCs Mouse	7/753	0.08319556919576672	0.8425104712014916	0	0	1.9325722851624434	4.805459236190998	IFITM3;PRDX5;IFITM2;COX5B;HSPA1B;NFE2L2;HSPA1A
SOX2 20726797 ChIP-Seq SW620 Human	18/2564	0.08455886368957144	0.8425104712014916	0	0	1.4962351273159236	3.6961606703851033	VASP;FAM49B;IL15RA;IL1RN;JUN;SEMA4D;TNFAIP2;ISG15;IFIT1;PARP14;PTGS2;PLAC8;CCRL2;IRF7;UPP1;CFB;HSPA1B;HSPA1A
E2F1 18555785 ChIP-Seq MESCs Mouse	27/4172	0.08487601272050167	0.8425104712014916	0	0	1.405836376555348	3.4675850606847174	IFITM3;CDKN1A;CEBPB;IFITM2;COX17;COX5B;SAMHD1;UQCRH;ATP5L;RBM3;DNAJB1;SOCS1;SIN3B;TRA2A;RPS27A;HSPA8;RBM39;MARCKSL1;CACYBP;SOD2;ASS1;ATOX1;DNAJA1;RPL24;FAU;NFE2L2;TLR2
TAF7L 23326641 ChIP-Seq C3H10T1-2 Mouse	8/912	0.08623009856256877	0.8425104712014916	0	0	1.8272412466333205	4.478085887362321	RBM39;CDKN1A;TNFAIP2;NDUFC2;HCLS1;NUPR1;UPP1;SOD2
EGR1 23403033 ChIP-Seq LIVER Mouse	8/944	0.10015773506831434	0.9067846672416134	0	0	1.7617985878855444	4.053914380523478	IL1RN;IFITM2;IGTP;RPS27A;CFB;PSMB10;HSPA1B;HSPA1A
ASH2L 23239880 ChIP-Seq MESCs Mouse	22/3336	0.10028426057828657	0.9067846672416134	0	0	1.4116181545270259	3.2463639381244724	IFITM3;ZBP1;FAM49B;HSPA8;RBM39;IFITM2;NDUFC2;IFI47;MAGOHB;PARP14;UQCRH;ATP5L;PLAC8;RBM3;VAMP8;SYNGR2;PSME1;RPL24;UPP1;RPS27A;HSPA1B;NFE2L2
ZFP42 18358816 ChIP-ChIP MESCs Mouse	11/1480	0.12040050196524335	0.9067846672416134	0	0	1.5507071232436649	3.2827408758261534	RTP4;RBM3;RBM39;IFITM2;RPL24;IFI47;RPS27A;UQCRH;ASS1;ATP5L;NFE2L2
MYC 18358816 ChIP-ChIP MESCs Mouse	22/3413	0.12040436324639453	0.9067846672416134	0	0	1.3731597214345665	2.9068411375788497	UBE2F;CD52;RBM39;IFITM2;GMFG;PARP14;COX5B;SOD2;PSMB10;ATOX1;ATP5L;RBM3;DNAJB1;PRDX5;TRA2A;RPL24;NUPR1;FAU;RPS27A;HSPA1B;NFE2L2;HSPA1A
HOXB4 20404135 ChIP-ChIP EML Mouse	13/1824	0.12204220323796541	0.9067846672416134	0	0	1.492520167304531	3.139349555761851	HSPA8;IFITM2;LST1;COX5B;UQCRH;ATP5L;DNAJA1;GPR141;CCND2;RPL24;HCLS1;CLEC4E;RPS27A
PU.1 20176806 ChIP-Seq MACROPHAGES Mouse	14/2000	0.1233177808453768	0.9067846672416134	0	0	1.4683950443804306	3.073337129549675	FAM49B;IL15RA;RBM39;SEMA4A;CEBPB;NDUFA11;GMFG;ZFP800;CACYBP;ATOX1;VAMP8;SIN3B;RPS27A;NFE2L2
GATA6 25053715 ChIP-Seq YYC3 Human	14/2000	0.1233177808453768	0.9067846672416134	0	0	1.4683950443804306	3.073337129549675	UBE2F;RBM39;JUN;CDKN1A;CEBPB;IFITM2;NDUFC2;CACYBP;PARP14;PSMB10;RAP1A;PSME1;NUPR1;NFE2L2
NCOR1 26117541 ChIP-Seq K562 Human	14/2000	0.1233177808453768	0.9067846672416134	0	0	1.4683950443804306	3.073337129549675	UBE2F;VASP;GSDMD;IL15RA;CD52;RBM39;JUN;CDKN1A;PTGS2;ASS1;CCND2;CCRL2;UPP1;NFE2L2
CEBPA 20513432 ChIP-Seq MACROPHAGES Mouse	14/2000	0.1233177808453768	0.9067846672416134	0	0	1.4683950443804306	3.073337129549675	FAM49B;BATF2;RBM39;JUN;LY6I;NDUFA11;SLFN1;CACYBP;MS4A4C;VAMP8;SIN3B;IGTP;TSPO;RPS27A
PU.1 20513432 ChIP-Seq Bcells Mouse	14/2000	0.1233177808453768	0.9067846672416134	0	0	1.4683950443804306	3.073337129549675	LY6C2;FAM49B;SEMA4A;LY6I;SLFN1;ZFP800;IRGM1;CACYBP;ATOX1;MS4A6C;VAMP8;IGTP;FAU;RPS27A
SOX3 22085726 ChIP-Seq MUSCLE Mouse	14/2000	0.1233177808453768	0.9067846672416134	0	0	1.4683950443804306	3.073337129549675	LY6C2;UBE2F;RTP4;IRGM1;IFI47;IFIT1;ASS1;ATP5L;DNAJA1;RAP1A;IRF7;NUPR1;CLEC4E;TLR2
ETS1 22383799 ChIP-Seq G1ME Mouse	14/2000	0.1233177808453768	0.9067846672416134	0	0	1.4683950443804306	3.073337129549675	UBE2F;RTP4;CDKN1A;LST1;ZFP800;CACYBP;COX5B;SAMHD1;MS4A4C;PSMB10;VAMP8;RAP1A;TRA2A;RPS27A
TCF7 22412390 ChIP-Seq EML Mouse	14/2000	0.1233177808453768	0.9067846672416134	0	0	1.4683950443804306	3.073337129549675	HSPA8;RBM39;CDKN1A;MARCKSL1;ISG15;CACYBP;VAMP8;GPR141;DNAJB1;CCND2;SYNGR2;SOCS1;CCRL2;NFE2L2
SA1 22415368 ChIP-Seq MEFs Mouse	14/2000	0.1233177808453768	0.9067846672416134	0	0	1.4683950443804306	3.073337129549675	UBE2F;GBP5;CDKN1A;IFITM2;COX17;IRGM1;IFI47;PARP14;PTGS2;SOD2;UQCRH;ASS1;SOCS1;HSPA1B
GATA3 24758297 ChIP-Seq MCF-7 Human	14/2000	0.1233177808453768	0.9067846672416134	0	0	1.4683950443804306	3.073337129549675	FAM49B;IL1RN;CDKN1A;CEBPB;CACYBP;IFIT1;PTGS2;ATOX1;PLAC8;VAMP8;DNAJA1;SIN3B;CFB;NFE2L2
MYB 26560356 Chip-Seq TH1 Human	14/2000	0.1233177808453768	0.9067846672416134	0	0	1.4683950443804306	3.073337129549675	VASP;IL15RA;GBP5;JUN;CEBPB;CACYBP;IFIT1;SNX20;ATP5L;DNAJB1;CCND2;RAP1A;SOCS1;HNRNPA1
MYB 26560356 Chip-Seq TH2 Human	14/2000	0.1233177808453768	0.9067846672416134	0	0	1.4683950443804306	3.073337129549675	ZBP1;IL1RN;JUN;CEBPB;SEMA4D;SNX20;PLAC8;GPR141;DNAJB1;CCND2;RAP1A;SYNGR2;HNRNPA1;NFE2L2
KDM2B 26808549 Chip-Seq DND41 Human	14/2000	0.1233177808453768	0.9067846672416134	0	0	1.4683950443804306	3.073337129549675	IFITM3;IL15RA;JUN;CDKN1A;MARCKSL1;SEMA4D;ISG15;CACYBP;LIMD2;PRDX5;CCND2;SOCS1;IRF7;NFE2L2
P300 27268052 Chip-Seq Bcells Human	14/2000	0.1233177808453768	0.9067846672416134	0	0	1.4683950443804306	3.073337129549675	IFITM3;UBE2F;SAMHD1;SOD2;ATOX1;ATP5L;PLAC8;RBM3;DNAJA1;SYNGR2;SARNP;UPP1;NFE2L2;TLR2
PRDM16 22522345 ChIP-ChIP PALATE MESENCHYMAL Mouse	2/122	0.1244762469056777	0.9067846672416134	0	0	3.3639455782312924	7.0092528065471456	UBE2F;SARNP
ZFP281 18757296 ChIP-ChIP E14 Mouse	14/2004	0.12475896428491996	0.9067846672416134	0	0	1.4651162790697674	3.0494515442562724	VASP;HSPA8;CD52;SEMA4A;JUN;CDKN1A;MARCKSL1;IFITM2;GMFG;PTGS2;LIMD2;VAMP8;CCND2;UPP1
PPARG 23326641 ChIP-Seq C3H10T1-2 Mouse	7/838	0.12641777052773823	0.9077709787293009	0	0	1.7271974431634383	3.5721262213676535	CDKN1A;ZFP800;CACYBP;FAU;SAMHD1;HNRNPA1;SOD2
RARG 19884340 ChIP-ChIP MEFs Mouse	4/390	0.13166462900826184	0.9275675883697646	0	0	2.106433506044905	4.270788201385446	ZBP1;IL1RN;CEBPB;NUPR1
SCL 19346495 ChIP-Seq HPC-7 Human	3/252	0.1322873238446812	0.9275675883697646	0	0	2.4408148056142096	4.937228995568672	VAMP8;RAP1A;SEMA4D
VDR 23849224 ChIP-Seq CD4+ Human	15/2231	0.1439226609540822	0.9817555742250711	0	0	1.4082607772350817	2.729884225397028	FAM49B;RBM39;JUN;NDUFA11;MAGOHB;COX5B;PSMB10;ATP5L;LIMD2;DNAJA1;DNAJB1;SARNP;RPL24;RPS27A;HNRNPA1
GATA2 20887958 ChIP-Seq HPC-7 Mouse	12/1708	0.1445931884712149	0.9817555742250711	0	0	1.4636578044596913	2.830466947443234	PLAC8;VAMP8;CDKN1A;SEMA4D;GMFG;CCRL2;NUPR1;UPP1;COX5B;CCDC50;HSPA1B;HSPA1A
NFE2L2 20460467 ChIP-Seq MEFs Mouse	8/1055	0.15763904774074244	0.9817555742250711	0	0	1.5657987625098626	2.892730801668527	RTP4;SEMA4A;CDKN1A;CEBPB;LY6I;MAGOHB;PTGS2;OASL2
