gene,mean_est_amb,n,total_umis
Ccar2,9.692726580173668e-6,0,3182
Ccbe1,7.775602218706338e-7,0,389
Cccd201,0,0,0
Ccdc102a,6.934176494473779e-6,0,2800
Ccdc103,1.1222157884610816e-7,0,32
Ccdc105,0,0,0
Ccdc106,2.0942330922714696e-7,0,155
Ccdc107,3.342951722679714e-5,0,11290
Ccdc110,6.122970461840299e-8,0,4
Ccdc112,3.337084738926905e-6,0,1542
Ccdc113,4.0707820051805334e-7,0,270
Ccdc114,2.038845378251309e-6,0,864
Ccdc115,3.245917539379131e-5,0,12914
Ccdc116,1.282678528885443e-7,0,56
Ccdc117,1.2027905077052176e-5,0,3948
Ccdc12,1.8172678361362166e-4,0,63183
Ccdc120,3.204129785443273e-7,0,111
Ccdc121,1.282678528885443e-7,0,39
Ccdc122,3.366212007524172e-6,0,1630
Ccdc124,6.413029553700681e-5,0,23192
Ccdc125,1.1297690282985405e-5,0,4668
Ccdc126,6.172160337729201e-6,0,2007
Ccdc127,2.059517176556311e-5,0,7601
Ccdc13,1.282678528885443e-7,0,33
Ccdc130,1.042290201854401e-5,0,3462
Ccdc134,1.002605777299756e-5,0,2537
Ccdc136,6.936207782647861e-7,0,259
Ccdc137,6.042345618208481e-6,0,1951
Ccdc138,3.265955369449118e-6,0,1226
Ccdc14,2.139032307595503e-6,0,682
Ccdc141,3.1239035098544028e-6,0,1081
Ccdc142,3.727652180832514e-7,0,170
Ccdc142os,8.163226266580411e-7,0,274
Ccdc144b,6.122970461840299e-8,0,14
Ccdc146,3.5589973083773876e-6,0,959
Ccdc148,4.6860658315307125e-7,0,148
Ccdc149,2.0942330922714696e-7,0,60
Ccdc15,4.012374371178561e-6,0,1487
Ccdc150,1.1222157884610816e-7,0,18
Ccdc151,2.0942330922714696e-7,0,68
Ccdc152,4.668407183123607e-6,0,578
Ccdc153,3.1239035098544028e-6,0,775
Ccdc154,1.7925972711624947e-7,0,36
Ccdc155,2.755634877022126e-7,0,37
Ccdc157,2.1516095582729403e-6,0,700
Ccdc158,2.764614574972883e-7,0,111
Ccdc159,4.0348228095366256e-7,0,106
Ccdc160,4.317117259709835e-7,0,279
Ccdc162,6.936207782647861e-7,0,267
Ccdc163,7.002596142399402e-6,0,1872
Ccdc166,2.867121389557406e-6,0,1175
Ccdc167,2.0686043434731823e-5,0,6125
Ccdc169,6.122970461840299e-8,0,10
Ccdc17,3.038289808228971e-6,0,695
Ccdc170,1.1222157884610816e-7,0,119
Ccdc171,4.325600262933917e-6,0,1916
Ccdc172,0,0,0
Ccdc173,2.254234166822702e-6,0,752
Ccdc174,3.899998465811234e-5,0,15901
Ccdc175,6.122970461840299e-8,0,8
Ccdc177,1.1222157884610816e-7,0,7
Ccdc178,0,0,0
Ccdc18,2.1242077022814975e-6,0,678
Ccdc180,6.2138191864671425e-6,0,2032
Ccdc181,4.783476948971525e-6,0,1969
Ccdc182,3.0372819744644937e-8,0,1
Ccdc183,6.122970461840299e-8,0,4
Ccdc184,2.9087682785329035e-6,0,1336
Ccdc185,0,0,0
Ccdc186,2.5594578931438717e-5,0,9812
Ccdc187,1.7925972711624947e-7,0,102
Ccdc188,0,0,0
Ccdc189,1.4118483340177764e-6,0,480
Ccdc190,3.085688487375806e-8,0,1
Ccdc191,9.675616346851149e-6,0,2958
Ccdc192,1.282678528885443e-7,0,461
Ccdc194,6.122970461840299e-8,0,12
ccdc198,1.282678528885443e-7,0,15
Ccdc22,1.388322376911877e-5,0,5025
Ccdc24,1.1222157884610816e-7,0,31
Ccdc25,2.4376563692376493e-5,0,9462
Ccdc27,0,0,0
Ccdc28a,9.91087022456686e-6,0,3028
Ccdc28b,1.7593395421810695e-5,0,6082
Ccdc3,1.282678528885443e-7,0,60
Ccdc30,1.894974859244332e-6,0,554
Ccdc32,1.7556301553607794e-5,0,6503
Ccdc33,2.2457161347450744e-7,0,37
Ccdc34,2.5540803644389777e-5,0,9030
Ccdc34os,0,0,0
Ccdc36,6.122970461840299e-8,0,36
Ccdc38,3.727652180832514e-7,0,138
Ccdc39,1.5301680843524994e-6,0,346
Ccdc40,4.0348228095366256e-7,0,177
Ccdc42,4.993236460234823e-7,0,178
Ccdc42os,1.282678528885443e-7,0,3
Ccdc43,1.2630749404820371e-5,0,4224
Ccdc47,5.02542405128809e-5,0,20042
Ccdc50,8.166821059926943e-5,0,31020
Ccdc51,6.057034346627132e-6,0,1676
Ccdc54,3.085688487375806e-8,0,1
Ccdc57,2.764614574972883e-7,0,166
Ccdc58,1.6879842128265612e-5,0,5345
Ccdc59,5.792483140171754e-5,0,23195
Ccdc6,2.0127288276094882e-5,0,7106
Ccdc60,1.7925972711624947e-7,0,68
Ccdc61,1.078568082277159e-5,0,2735
Ccdc62,2.6519299621615063e-6,0,809
Ccdc63,4.993236460234823e-7,0,251
Ccdc65,1.7925972711624947e-7,0,76
Ccdc66,9.107145309431918e-6,0,3751
Ccdc68,5.38351029147324e-6,0,2154
Ccdc69,1.6313982590811258e-5,0,4933
Ccdc70,0,0,0
Ccdc71,1.1900523715170353e-5,0,5161
Ccdc71l,3.9901836537419315e-5,0,12027
Ccdc73,3.1422450203205266e-6,0,850
Ccdc74a,6.433865978747143e-7,0,93
Ccdc77,6.97571437081864e-6,0,2891
Ccdc78,6.106223934501386e-7,0,204
Ccdc7a,6.122970461840299e-8,0,29
Ccdc7b,1.282678528885443e-7,0,4
Ccdc8,7.507320160686759e-7,0,223
Ccdc80,1.3659894639640597e-5,0,5396
Ccdc81,6.122970461840299e-8,0,43
Ccdc82,4.184313352268332e-5,0,11526
Ccdc83,1.7925972711624947e-7,0,29
Ccdc84,8.737250908164892e-6,0,2731
Ccdc85a,4.482322403666783e-6,0,2213
Ccdc85b,7.076205958812381e-5,0,27215
Ccdc85c,2.1949685461027055e-6,0,409
Ccdc86,3.2910407908199394e-5,0,14131
Ccdc87,1.282678528885443e-7,0,4
Ccdc88a,6.472812800556719e-5,0,30807
Ccdc88b,3.507894869921625e-5,0,10384
Ccdc88c,8.909430362241029e-5,0,29304
Ccdc89,2.0942330922714696e-7,0,51
Ccdc9,2.9920072755585856e-5,0,7708
Ccdc90b,1.4507862943062114e-5,0,5964
Ccdc91,8.421143103425587e-6,0,3011
Ccdc92,3.3098377803125567e-6,0,1562
Ccdc92b,6.122970461840299e-8,0,31
Ccdc93,1.2946894932484152e-5,0,4415
Ccdc96,5.799053305797275e-7,0,133
Ccdc97,2.1626918256096485e-5,0,6036
Ccdc9b,4.482322403666783e-6,0,1430
Ccer1,0,0,0
Ccer2,3.085688487375806e-8,0,1
Cchcr1,4.7687923884438265e-6,0,1263
Ccin,6.122970461840299e-8,0,3
Cck,0,0,0
Cckar,2.2457161347450744e-7,0,59
Cckbr,0,0,0
Ccl1,9.656205485390194e-6,0,3303
Ccl11,7.323831830521934e-7,0,150
Ccl12,1.692147060460018e-5,0,5412
Ccl17,1.752686917896883e-5,0,6415
Ccl19,9.152666483131361e-7,0,234
Ccl19.1,0,0,0
Ccl2,2.9109105466351403e-5,0,8367
Ccl20,6.122970461840299e-8,0,10
Ccl21a,1.5627877221067417e-5,0,5818
Ccl21a.1,0,0,0
Ccl21b,0,0,0
Ccl21b.1,0,0,0
Ccl21c,0,0,0
Ccl21c.1,0,0,0
Ccl22,1.0910524015867132e-5,0,3262
Ccl24,4.0707820051805334e-7,0,416
Ccl25,9.281175905253567e-6,0,4272
Ccl26,0,0,0
Ccl27a,3.7235373981548803e-6,0,975
Ccl27a.1,0,0,0
Ccl27a.2,0,0,0
Ccl27b,0,0,0
Ccl28,1.282678528885443e-7,0,20
Ccl3,1.4313620845058026e-4,0,43776
Ccl4,2.6027332115931615e-4,0,80654
Ccl5,0.0036984152645009394,2,1172419
Ccl6,7.724978838464281e-4,0,293605
Ccl7,1.4946357392779812e-5,0,5097
Ccl8,8.981257471418473e-5,0,23244
Ccl9,5.0043651497503124e-5,0,18379
Ccm2,6.587002069149864e-5,0,20577
Ccm2l,1.0239173703592498e-5,0,2610
Ccn1,2.7993541392291696e-5,0,9592
Ccn2,5.572105713491481e-6,0,2256
Ccn3,5.76348449604573e-7,0,215
Ccn4,9.007931682827394e-7,0,214
Ccn5,2.952694604787274e-6,0,1294
Ccn6,6.122970461840299e-8,0,12
Ccna1,1.7925972711624947e-7,0,29
Ccna2,1.2304980155628755e-5,0,4281
Ccnb1,6.875261900938918e-6,0,2906
Ccnb1ip1,3.727652180832514e-7,0,234
Ccnb2,1.4233327569442302e-5,0,5269
Ccnb3,0,0,0
Ccnc,1.980347417677781e-5,0,6422
Ccnd1,3.991910971514549e-5,0,16259
Ccnd2,1.7553794751172796e-4,0,71659
Ccnd3,1.4086202660591778e-4,0,50511
Ccndbp1,5.228071000463037e-5,0,16117
Ccne1,5.743534864382473e-6,0,2239
Ccne2,1.923987150731389e-6,0,908
Ccnf,3.265955369449118e-6,0,1403
Ccng1,5.309935210845774e-5,0,16868
Ccng2,3.0064721050919177e-5,0,8155
Ccnh,3.2098827633462025e-5,0,11561
Ccni,8.329528105878056e-5,0,29068
Ccnj,3.4227727555291127e-6,0,1172
Ccnjl,9.468304709571536e-7,0,415
Ccnk,2.221511552797859e-5,0,7355
Ccnl1,1.4250831732378832e-4,0,52964
Ccnl2,8.597653345129047e-5,0,26421
Ccno,4.993236460234823e-7,0,333
Ccnq,2.0869739512350234e-5,0,7487
Ccnt1,4.6077820645915446e-5,0,16541
Ccnt2,5.4829463080351225e-5,0,17360
Ccny,4.1811137693437554e-5,0,16081
Ccnyl1,3.853136254576259e-6,0,1379
Ccp110,4.2252243028700274e-06,0,1617
Ccpg1,5.545929127644197e-5,0,20612
Ccpg1os,4.852436009842748e-6,0,1646
Ccr1,3.182425015303343e-5,0,11421
Ccr10,4.827036001986886e-7,0,300
Ccr1l1,0,0,0
Ccr2,9.978159597889795e-5,0,39166
Ccr3,4.993236460234823e-7,0,126
Ccr4,1.0706107041587035e-6,0,298
Ccr5,5.207011859164147e-5,0,18879
Ccr6,1.1126171877192652e-5,0,4061
Ccr7,6.735366175080658e-5,0,23478
Ccr8,5.823220308381298e-7,0,171
Ccr9,1.0182847390586643e-5,0,4065
Ccrl2,5.63124859990369e-5,0,20803
Ccs,2.80869491753208e-5,0,9733
Ccsap,3.5521682272577527e-6,0,1307
Ccser1,5.799053305797275e-7,0,297
Ccser2,3.131925936373449e-5,0,10244
Cct2,1.608258862262919e-4,0,57478
Cct3,9.350311905016612e-5,0,32500
Cct4,1.29492443315733e-4,0,44171
Cct5,1.3088265511523682e-4,0,49186
Cct6a,1.0382044818560891e-4,0,35864
Cct6b,3.727652180832514e-7,0,139
Cct7,1.1471445529803151e-4,0,40049
Cct8,1.3780824686740462e-4,0,44639
Cct8l1,3.0372819744644937e-8,0,1
Ccz1,4.6734534505099486e-5,0,17910
Cd101,5.731501529948944e-6,0,2268
Cd109,1.1222157884610816e-7,0,92
Cd14,5.9930141762484154e-5,0,21264
Cd151,2.66583357223051e-5,0,10340
Cd160,1.2390737431694696e-5,0,4821
Cd163,6.186677353671348e-7,0,182
Cd163l1,1.9535654214956787e-6,0,378
Cd164,1.264406058457204e-4,0,46171
Cd164l2,6.122970461840299e-8,0,22
Cd177,1.9804895430165847e-6,0,1117
Cd180,4.2754598693295275e-5,0,16437
Cd19,4.9342165130993246e-5,0,10149
Cd1d1,3.747086284317366e-5,0,9906
Cd2,1.42345061549338e-4,0,53850
Cd200,4.422739664087742e-5,0,16404
Cd200r1,2.2818034851855387e-5,0,8130
Cd200r2,2.755634877022126e-7,0,53
Cd200r3,7.176117570222298e-7,0,321
Cd200r4,3.962725713551087e-5,0,14327
Cd207,1.1695547258137985e-6,0,507
Cd209a,7.774303198272208e-6,0,3130
Cd209b,3.204129785443273e-7,0,159
Cd209c,1.282678528885443e-7,0,49
Cd209d,1.2984445950386732e-6,0,440
Cd209e,1.1222157884610816e-7,0,27
Cd209f,3.231387569122056e-7,0,94
Cd209g,2.2457161347450744e-7,0,44
Cd22,5.6194719456420544e-5,0,16276
Cd226,5.048660920282293e-5,0,17208
Cd244a,2.3415855174975483e-5,0,10466
Cd247,4.477911534571072e-5,0,16309
Cd248,7.507320160686759e-7,0,237
Cd24a,7.363662371405118e-5,0,23531
Cd27,3.875229456217952e-5,0,12316
Cd274,8.437062565129234e-5,0,28143
Cd276,1.005719367981309e-6,0,455
Cd28,5.1153541270033985e-5,0,17416
Cd2ap,1.0761988350616231e-4,0,41785
Cd2bp2,3.685576018665174e-5,0,11933
Cd300a,7.087021740797086e-5,0,29206
Cd300c,1.6832379893588678e-6,0,687
Cd300c2,1.6823921468440487e-4,0,61494
Cd300e,2.0146541763315324e-5,0,7074
Cd300lb,1.3088985245417766e-5,0,4484
Cd300ld,3.0996005212272806e-5,0,12043
Cd300ld2,1.1222157884610816e-7,0,3
Cd300ld3,3.7140485277203244e-7,0,166
Cd300ld4,0,0,0
Cd300ld5,0,0,0
Cd300lf,4.580068567698393e-5,0,17138
Cd300lg,5.814546058499197e-6,0,1921
Cd302,9.298083216661077e-5,0,34938
Cd320,8.134476995120845e-6,0,2657
Cd33,2.3111854675592983e-5,0,7890
Cd34,2.6770990121772676e-5,0,9787
Cd36,1.7185371884927708e-4,0,66762
Cd37,2.2323161073078005e-4,0,86364
Cd38,5.1597109134754586e-5,0,19555
Cd3d,2.493536441906369e-4,0,89583
Cd3e,1.2873012280662253e-4,0,46700
Cd3eap,1.4164813622655342e-5,0,6135
Cd3g,2.7523688020822005e-4,0,95972
Cd4,2.9405462939235307e-5,0,9286
Cd40,4.1068656954235736e-5,0,13121
Cd40lg,1.150839038439077e-5,0,5511
Cd44,2.6177813071651514e-4,0,102275
Cd46,2.5517430328173126e-6,0,939
Cd47,4.5172160268467374e-4,0,176554
Cd48,2.0518871081770282e-4,0,60578
Cd5,4.355340975642727e-5,0,16585
Cd52,0.002778418059095956,2,980536
Cd53,2.683708732540747e-4,0,85408
Cd55,6.144649531386583e-5,0,19157
Cd55b,4.0348228095366256e-7,0,45
Cd59a,2.0518332621310522e-6,0,644
Cd59b,5.76348449604573e-7,0,163
Cd5l,2.2372047617146368e-6,0,430
Cd6,4.599010776471536e-5,0,16552
Cd63,3.0397812032885603e-4,0,113364
Cd68,2.235094608702514e-4,0,86989
Cd69,1.4198664476292955e-4,0,54290
Cd7,3.4569447511920025e-5,0,13315
Cd70,6.54890650998856e-7,0,173
Cd72,6.107653013100585e-5,0,20026
Cd74,0.006246844557397263,2,2757082
Cd79a,3.3127457978846133e-4,0,122557
Cd79b,2.6586494250460034e-4,0,87114
Cd80,7.25982188484274e-6,0,2184
Cd81,1.1875780663815855e-4,0,45701
Cd82,7.964623109453855e-5,0,29471
Cd83,4.743346283718032e-5,0,13087
Cd84,1.1030307995112221e-4,0,42639
Cd86,4.646055973114077e-5,0,16374
Cd8a,8.978301829322794e-5,0,29135
Cd8b1,1.5564513365770458e-4,0,55712
Cd9,6.869791737125839e-4,0,249299
Cd93,7.009062272421512e-5,0,32828
Cd96,2.2430808070431187e-5,0,6767
Cd99l2,7.874749223676971e-6,0,3383
Cda,4.993236460234823e-7,0,186
Cdadc1,1.6220630207125916e-5,0,5587
Cdan1,8.004602962461627e-6,0,2553
Cdc123,4.072813629145393e-5,0,15304
Cdc14a,1.862256194522723e-5,0,6174
Cdc14b,1.0540583031954188e-5,0,4109
Cdc16,1.6301818597219695e-5,0,5857
Cdc20,1.0050460060705812e-5,0,3534
Cdc20b,6.20410026641191e-7,0,181
Cdc23,1.632870173047744e-5,0,4909
Cdc25a,8.646523358015648e-6,0,3983
Cdc25b,1.8460648591501737e-5,0,6300
Cdc25c,6.20410026641191e-7,0,543
Cdc26,6.226064046834507e-5,0,20199
Cdc27,1.2491216157947721e-5,0,5688
Cdc34,4.4445650030119235e-5,0,16030
Cdc34b,1.282678528885443e-7,0,26
Cdc37,1.2940728903521195e-4,0,46724
Cdc37l1,4.045355306964583e-5,0,16184
Cdc40,6.634047681933658e-5,0,29110
Cdc42,6.27630192351708e-4,0,229162
Cdc42bpa,1.3627981470944366e-5,0,4674
Cdc42bpb,2.220294827242923e-5,0,7828
Cdc42bpg,4.183671715369327e-6,0,1156
Cdc42ep1,1.079534986685671e-5,0,4708
Cdc42ep2,2.1901488489174565e-5,0,8909
Cdc42ep3,9.193176143040951e-5,0,38479
Cdc42ep4,1.049395738965412e-5,0,3123
Cdc42ep5,2.080396968508803e-6,0,927
Cdc42se1,8.978046217084872e-5,0,38368
Cdc42se2,8.515788654838104e-5,0,29019
Cdc45,4.766703801736175e-6,0,1611
Cdc5l,6.0142675274358336e-5,0,26665
Cdc6,3.109250094515733e-6,0,1160
Cdc7,5.483910934516641e-6,0,1672
Cdc73,3.7397261076861486e-5,0,13637
Cdca2,3.537566554909734e-6,0,1542
Cdca3,1.3076808238651492e-5,0,5009
Cdca4,1.7745088940853055e-5,0,6017
Cdca5,2.4661698175874448e-6,0,1087
Cdca7,5.400692462173535e-6,0,2336
Cdca7l,1.1743720955447234e-5,0,4155
Cdca8,2.034497933184056e-5,0,6906
Cdcp1,4.6860658315307125e-7,0,139
Cdcp2,0,0,0
Cdh1,8.776365096154259e-6,0,2714
Cdh10,1.7925972711624947e-7,0,43
Cdh11,8.288813799323572e-6,0,3637
Cdh12,6.122970461840299e-8,0,6
Cdh13,1.4536556508094181e-6,0,552
Cdh15,6.122970461840299e-8,0,20
Cdh16,1.1222157884610816e-7,0,123
Cdh17,2.0240679145954986e-6,0,503
Cdh18,3.0372819744644937e-8,0,0
Cdh19,6.122970461840299e-8,0,46
Cdh2,6.433865978747143e-7,0,125
Cdh20,8.13646939723501e-8,0,2
Cdh22,7.176117570222298e-7,0,131
Cdh23,1.282678528885443e-7,0,86
Cdh24,1.2834680063586063e-6,0,476
Cdh26,1.1222157884610816e-7,0,20
Cdh3,1.7925972711624947e-7,0,124
Cdh4,7.396903584606775e-7,0,287
Cdh5,1.1445203356577513e-4,0,43491
Cdh6,1.3264228009811918e-6,0,66
Cdh7,1.7925972711624947e-7,0,3
Cdh8,3.085688487375806e-8,0,2
Cdh9,0,0,0
Cdhr1,2.0942330922714696e-7,0,32
Cdhr2,6.122970461840299e-8,0,2
Cdhr3,2.0942330922714696e-7,0,150
Cdhr4,1.7925972711624947e-7,0,164
Cdhr5,6.122970461840299e-8,0,8
Cdip1,2.006331101108087e-5,0,6745
Cdipt,5.144734792065207e-5,0,18485
Cdiptos,1.8094997607737101e-6,0,480
Cdk1,1.944822823696609e-5,0,6026
Cdk10,1.1442299547117572e-5,0,3378
Cdk11b,6.590712754704789e-5,0,26437
Cdk12,5.326578226471224e-5,0,26775
Cdk13,4.922500871096598e-5,0,20140
Cdk14,3.404972469674398e-5,0,14911
Cdk15,6.122970461840299e-8,0,12
Cdk16,1.6573828357464672e-5,0,5564
Cdk17,3.7681456285792956e-5,0,11444
Cdk18,9.306629483526309e-7,0,272
Cdk19,2.3300650133778332e-5,0,8607
Cdk19os,1.1222157884610816e-7,0,20
Cdk2,1.1871096271529274e-5,0,3347
Cdk20,1.6832379893588678e-6,0,633
Cdk2ap1,1.5233074722425014e-5,0,5790
Cdk2ap2,2.597650467398939e-4,0,98260
Cdk4,5.9520511786001544e-5,0,21396
Cdk5,1.987255841810788e-5,0,5427
Cdk5r1,1.610128099318214e-6,0,570
Cdk5r2,3.0372819744644937e-8,0,2
Cdk5rap1,5.672540298053294e-6,0,2204
Cdk5rap2,1.2461774755376896e-5,0,4652
Cdk5rap3,3.159638442713906e-5,0,10613
Cdk6,4.540894134545469e-5,0,16260
Cdk7,1.848047508719973e-5,0,6727
Cdk8,2.7942302313580993e-5,0,10174
Cdk9,6.822096640550352e-5,0,22345
Cdkal1,1.576996356172011e-5,0,6582
Cdkl1,1.2984445950386732e-6,0,397
Cdkl2,3.1223652746348105e-6,0,1496
Cdkl3,3.4227727555291127e-6,0,1193
Cdkl4,2.2457161347450744e-7,0,179
Cdkl5,2.3098201646622766e-6,0,913
Cdkn1a,8.209961545403127e-5,0,37643
Cdkn1b,1.000785712646371e-4,0,35161
Cdkn1c,5.785149156365098e-6,0,1837
Cdkn2a,3.7674628614856173e-6,0,2116
Cdkn2aip,1.8997625625309653e-5,0,7027
Cdkn2aipnl,3.029003604876436e-5,0,10331
Cdkn2b,4.670975149078857e-6,0,1673
Cdkn2c,1.701736615674582e-5,0,5595
Cdkn2d,7.22130908272034e-5,0,23579
Cdkn3,6.845829435090797e-6,0,2303
Cdnf,4.6860658315307125e-7,0,114
Cdo1,1.0996283373687326e-5,0,4158
Cdon,5.2977824784185635e-6,0,1296
Cdpf1,1.969335274107756e-5,0,6158
Cdr1,0,0,0
Cdr1os,2.0942330922714696e-7,0,20
Cdr2,5.415427491533249e-6,0,1653
Cdr2l,3.6086920471065325e-6,0,1382
Cdrt4,6.122970461840299e-8,0,5
Cdrt4os1,3.0372819744644937e-8,0,1
Cdrt4os2,0,0,0
Cds1,3.1828960456088375e-6,0,1072
Cds2,3.328997369421144e-5,0,11609
Cdsn,1.282678528885443e-7,0,2
Cdt1,1.548323618428214e-5,0,5607
Cdv3,7.836479652361605e-5,0,34008
Cdx1,3.085688487375806e-8,0,1
Cdx2,0,0,0
Cdx4,0,0,0
Cdyl,1.5828843085227826e-5,0,6608
Cdyl2,5.971302138520559e-6,0,2143
Ceacam1,1.770093514192125e-5,0,9503
Ceacam10,1.7925972711624947e-7,0,133
Ceacam11,0,0,0
Ceacam12,0,0,0
Ceacam13,0,0,0
Ceacam14,0,0,0
Ceacam15,6.122970461840299e-8,0,14
Ceacam16,1.3540602854958102e-6,0,1101
Ceacam18,6.122970461840299e-8,0,5
Ceacam19,4.0348228095366256e-7,0,171
Ceacam2,1.282678528885443e-7,0,35
Ceacam20,1.1222157884610816e-7,0,5
Ceacam3,6.122970461840299e-8,0,8
Ceacam5,0,0,0
Ceacam9,0,0,0
Cebpa,2.5143967923963537e-5,0,11557
Cebpb,5.999777773947208e-4,0,221215
Cebpd,5.624654940396911e-5,0,22227
Cebpe,3.7140485277203244e-7,0,185
Cebpg,6.007223880085456e-5,0,21430
Cebpz,6.769357020180623e-5,0,27650
Cebpzos,4.300935338584585e-5,0,13914
Cecr2,2.9944111446943894e-6,0,959
Cel,6.122970461840299e-8,0,5
Cela1,3.4248715371729095e-6,0,1166
Cela2a,3.0372819744644937e-8,0,1
Cela3a,0,0,0
Cela3b,3.085688487375806e-8,0,1
Celf1,8.558418006286228e-5,0,30564
Celf2,2.1125466699263912e-4,0,80541
Celf3,1.1222157884610816e-7,0,18
Celf4,6.059575205669151e-6,0,2673
Celf5,2.755634877022126e-7,0,141
Celf6,6.122970461840299e-8,0,4
Celrr,3.0372819744644937e-8,0,0
Celsr1,3.853136254576259e-6,0,1467
Celsr2,2.0948877822385956e-6,0,832
Celsr3,3.901769051823469e-7,0,147
Cemip,2.401403720975581e-7,0,12
Cemip2,3.466482558163282e-5,0,16010
Cend1,6.122970461840299e-8,0,63
Cenpa,5.1314863238745666e-5,0,17177
Cenpb,7.388493758897025e-5,0,22629
Cenpc1,1.5439081241571968e-5,0,5739
Cenpe,1.2319702011404955e-5,0,5352
Cenpf,1.782578756315892e-5,0,7886
Cenph,5.069993536751915e-6,0,1678
Cenpi,1.909407186265929e-6,0,614
Cenpj,1.018033339362062e-5,0,3200
Cenpk,7.632206075459303e-6,0,2460
Cenpl,8.421143103425587e-6,0,2355
Cenpm,6.8727565631123205e-6,0,2272
Cenpn,2.1516095582729403e-6,0,883
Cenpo,4.496993931805661e-6,0,1885
Cenpp,2.2804832298749576e-6,0,1143
Cenpq,1.836271191432379e-5,0,6951
Cenps,5.95661146560061e-6,0,1811
Cenpt,5.743534864382473e-6,0,1842
Cenpu,3.0089934564406785e-6,0,894
Cenpv,8.994493193702058e-6,0,3598
Cenpw,1.8342911392630237e-5,0,5428
Cenpx,1.0722241655474851e-4,0,35382
Cep104,8.46032229450434e-6,0,3028
Cep112,1.0146023919584786e-6,0,424
Cep112it,1.7925972711624947e-7,0,135
Cep112os1,1.282678528885443e-7,0,17
Cep120,2.1119413691181184e-5,0,7812
Cep126,7.323831830521934e-7,0,370
Cep128,5.85869090116603e-6,0,2492
Cep131,1.005719367981309e-6,0,714
Cep135,1.0871435342968722e-5,0,4033
Cep152,4.727186616562226e-6,0,1501
Cep162,1.2248668632609475e-5,0,5445
Cep164,1.2733770238675807e-5,0,6732
Cep170,3.7365268841727525e-5,0,14443
Cep170b,2.7375251656032033e-6,0,1012
Cep19,9.352209445327209e-6,0,3088
Cep192,3.2356133259848035e-5,0,10882
Cep250,2.6756270105298208e-5,0,10168
Cep290,1.0570015696650748e-5,0,4000
Cep295,1.8147024078139873e-5,0,6878
Cep295nl,2.764614574972883e-7,0,122
Cep350,5.877802754816272e-5,0,22557
Cep41,2.7257877042856073e-6,0,1431
Cep44,1.397603778730652e-5,0,4873
Cep55,5.069993536751915e-6,0,1831
Cep57,2.8385862950690764e-5,0,10593
Cep57l1,1.0650775384097412e-5,0,3973
Cep63,1.5542114794733318e-5,0,5233
Cep68,1.125606855223148e-5,0,3877
Cep70,1.0508661066516565e-5,0,3418
Cep72,1.4831517279927133e-6,0,711
Cep76,2.4100453425700516e-6,0,949
Cep78,4.6830835690508915e-6,0,1663
Cep83,2.3614283297276132e-5,0,9070
Cep83os,3.365166697322455e-6,0,1142
Cep85,1.0543142868056609e-5,0,3592
Cep85l,1.1155596593344768e-5,0,5277
Cep89,5.985999194071223e-6,0,2144
Cep95,7.303940994366731e-6,0,2560
Cep97,1.7139659399500714e-5,0,4700
Cept1,5.238825906794348e-5,0,17326
Cer1,3.0372819744644937e-8,0,1
Cercam,1.3540602854958102e-6,0,590
Cerk,3.897565032384897e-5,0,12676
Cerkl,3.1948929606772185e-6,0,956
Cers1,1.282678528885443e-7,0,7
Cers2,6.962977693545611e-5,0,22178
Cers3,6.122970461840299e-8,0,9
Cers4,3.803670154727214e-5,0,13431
Cers5,3.158166440586353e-5,0,10833
Cers6,3.576765257137608e-5,0,14642
Ces1a,3.085688487375806e-8,0,1
Ces1b,6.122970461840299e-8,0,14
Ces1c,0,0,0
Ces1d,1.1052629673627414e-5,0,3994
Ces1e,2.755634877022126e-7,0,26
Ces1f,6.122970461840299e-8,0,17
Ces1g,6.122970461840299e-8,0,10
Ces1h,3.085688487375806e-8,0,2
Ces2a,0,0,0
Ces2b,2.401403720975581e-7,0,150
Ces2c,1.4118483340177764e-6,0,392
Ces2e,5.704201093741578e-7,0,274
Ces2f,6.122970461840299e-8,0,3
Ces2g,2.5103019806451057e-6,0,956
Ces2h,0,0,0
Ces3a,0,0,0
Ces3b,0,0,0
Ces4a,1.282678528885443e-7,0,4
Ces5a,1.1222157884610816e-7,0,2
Cetn1,3.0372819744644937e-8,0,1
Cetn2,5.7165071120714765e-5,0,18716
Cetn3,9.515707634693155e-5,0,29030
Cetn4,4.009859941858673e-6,0,966
Cfap100,3.727652180832514e-7,0,66
Cfap126,3.180290800631445e-6,0,1067
Cfap157,1.1222157884610816e-7,0,52
Cfap161,4.0348228095366256e-7,0,116
Cfap20,2.8287925097589362e-5,0,9856
Cfap206,2.2457161347450744e-7,0,140
Cfap221,1.1222157884610816e-7,0,12
Cfap298,1.4049616576335069e-5,0,5892
Cfap299,2.0942330922714696e-7,0,132
Cfap300,1.282678528885443e-7,0,46
Cfap36,2.091134719828021e-5,0,8462
Cfap410,1.0227001006305737e-5,0,3866
Cfap43,3.231387569122056e-7,0,192
Cfap44,6.662614744439776e-7,0,196
Cfap45,1.4138869764082384e-6,0,516
Cfap46,4.993236460234823e-7,0,166
Cfap47,6.122970461840299e-8,0,34
Cfap52,1.1222157884610816e-7,0,76
Cfap53,1.0146023919584786e-6,0,379
Cfap54,2.755634877022126e-7,0,185
